0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.6641671551623182,0.5617932886005844,0.9650717397578867,0.6367675997990973,0.2202114514295036,0.9905120016338775,0.45069853517808456,0.34471251227946464,0.026634843378109174,0.29095052690798606,0.16875998591824548,0.12670807290836605,0.28368162378484696,0.6699071829986123
0.9372843003054524,0.200537254634644,0.36265486819129544,0.3192592249112507,0.5659198562491856,0.1054026822550933,0.1725395277517533,0.12682628269778262,0.9592196319455132,0.9771393572542616,0.1997669019662056,0.1774560990198858,0.20877129238046477,0.9283869883979279
0.4827549953278415,0.9904719417924275,0.43358630306283164,0.38765289193663444,0.05893101730070949,0.7421329643654105,0.581857953129886,0.5019795200604676,0.47235957036916554,0.548835316293777,0.0707833620451338,0.9213096954159214,0.5045609153549518,0.26661476471144163
0.1181875890595745,0.6522555149967907,0.7996025243250392,0.5271814394228671,0.4000987953260402,0.539779360891514,0.6284155161256396,0.42751440421717,0.00041086419178681943,0.42897793560389286,0.20303570367834456,0.2128197534768984,0.07824632750338623,0.7177871416172701
0.8824144702114177,0.86452282771022,0.4866431506769291,0.30755022019495837,0.43121854281374783,0.9108543870216602,0.5124598881136134,0.8887824287331385,0.07142484558417217,0.820535420198553,0.12060471928688132,0.9156387302217316,0.09967905360888141,0.9266168398187615
0.6145519538512705,0.013715654835836588,0.35937014549314705,0.20887626205254206,0.9041838330573451,0.212854730132351,0.49987362881887865,0.07643501487061077,0.38853351031279104,0.9861137839247434,0.7423526495374464,0.46841164318856,0.4170486485840551,0.43579613761888525
0.07054674237311553,0.7000704388862067,0.318915195463092,0.6334644522442647,0.6712168005378759,0.905427619189492,0.02192298215375399,0.1703555219384394,0.7682225416639139,0.60244816554583,0.4259859439543674,0.4707871413975483,0.6707161499900505,0.26277161703922014
0.09334234141120046,0.8642138395375512,0.6139944662609563,0.377943064033333,0.5007435714520301,0.04877174497335868,0.6107214542182566,0.22216839559664348,0.9094303491713954,0.45763246344715036,0.6478369703819551,0.7321420953937351,0.8104129912953583,0.003026274520914196
0.17874448799165843,0.801536489857304,0.8988938358814074,0.6535756746603707,0.5005138649324086,0.5539039468042998,0.5789548150309983,0.4945520358317589,0.8255368925307428,0.8957329167203174,0.16032128578189453,0.2738638967073357,0.5447220404446514,0.2508998824334675
0.8981841533525786,0.01633009066585578,0.8194145345907141,0.07614547537768857,0.9911295414749202,0.3726891088667993,0.9102791757921032,0.8262361676125876,0.05583730355376537,0.48242101126717096,0.9597102220092991,0.7235923334117745,0.8014057511366779,0.5290411899334101
0.5272245244803778,0.7185078774015098,0.9466907046214579,0.8223012030463144,0.2982066828715998,0.6001427793654642,0.28883699624718573,0.06799116642547476,0.2417721717383785,0.6165217608566663,0.36198011344671566,0.9495196654931098,0.42243947629490197,0.8609769156740656
0.2654581234569626,0.7192964622935029,0.5291911297577534,0.7424729333296253,0.2649110759711705,0.4069398704161308,0.7421875032099725,0.38079423639846066,0.8425204287997236,0.8445245851151022,0.35310002226723713,0.866713896401711,0.3356654489413785,0.774966150482108
0.2811483417833509,0.5493700576001473,0.19162166808154202,0.5083795569750964,0.11444745328407546,0.7906118691161027,0.2251704594775099,0.18503690151852492,0.033572163332042826,0.6548983220894364,0.184894650713055,0.22376182262297062,0.5862710986575511,0.71330672893821
0.8235366439164848,0.3848178163577163,0.959830004846744,0.9427871722499475,0.7484528795456915,0.6590256666699352,0.3192695596306817,0.5787212339596106,0.672616706390037,0.9494665836530769,0.7966144252173463,0.16762128744277927,0.5254497000381875,0.09191534254678668
0.6923368397786904,0.7127794844463345,0.8572810659704411,0.8700554010068675,0.39459982635331614,0.3224901577439233,0.8555280747243313,0.22089894881881755,0.054140084044273284,0.8229438115857247,0.38596380780032336,0.7748095780417542,0.9665255776669202,0.64987463764455
0.582154567191992,0.5782437422977863,0.28358196363832366,0.5187099710059406,0.30473666936393584,0.0010713118783397535,0.6991582903132115,0.0801713193024215,0.08860977841362305,0.789690122522146,0.5047334417903369,0.11411235854886448,0.2559488731529618,0.46627888232277537
0.1839240617311665,0.3698589106501383,0.43100103080773955,0.942781703647773,0.20795100705611813,0.1605202827997767,0.9426903123152547,0.6280546634571617,0.5570721688189038,0.4889714820985581,0.5794833891289094,0.8241275631838072,0.8926967156822755,0.22592502602700448
0.5909831129827168,0.762155394049754,0.11830953463504068,0.5470843894809881,0.9715656308743404,0.08992200493757052,0.1550402326540995,0.3986644960413821,0.7928484099665907,0.27944751755023745,0.2995029548186854,0.02371072996642909,0.4007580183032161,0.07464288357938231
0.1085452122889482,0.43222448854833395,0.028844830193294868,0.3839440245465835,0.7776236586210007,0.9418934547176859,0.2530663181251762,0.3868872500517584,0.5019126505082737,0.2867042539700957,0.6072625179578597,0.08584275644411898,0.9126632415719096,0.28733134375231906
0.5629313619087728,0.616328320381008,0.6045786037576556,0.8138347389058229,0.19025284166619694,0.5856771787910146,0.11425084915354267,0.8602860778370393,0.6318082337018894,0.35367047404465546,0.9638918986828315,0.9296020877234464,0.18919727134863262,0.046816956753975125
